Latitude,Longitude
18.5,72.5
18.60000000000001,72.5
18.700000000000003,72.5
18.80000000000001,72.5
18.900000000000006,72.5
19.0,72.5
19.10000000000001,72.5
19.200000000000003,72.5
19.30000000000001,72.4
19.400000000000006,72.4
19.5,72.4
19.60000000000001,72.4
19.700000000000003,72.4
19.80000000000001,72.4
19.900000000000006,72.4
20.0,72.4
20.10000000000001,72.30000000000001
20.200000000000003,72.2
20.30000000000001,72.1
20.400000000000006,72.0
20.5,71.9
20.5,71.80000000000001
20.5,71.7
20.5,71.6
20.5,71.5
20.5,71.4
20.5,71.30000000000001
20.5,71.2
20.400000000000006,71.1
20.400000000000006,71.0
20.400000000000006,70.9
20.400000000000006,70.80000000000001
20.400000000000006,70.7
20.400000000000006,70.6
20.400000000000006,70.5
20.5,70.4
20.5,70.30000000000001
20.5,70.2
20.60000000000001,70.1
20.700000000000003,70.0
20.80000000000001,69.9
20.900000000000006,69.80000000000001
21.0,69.7
21.10000000000001,69.6
21.200000000000003,69.5
21.30000000000001,69.4
21.400000000000006,69.30000000000001
21.5,69.2
21.60000000000001,69.1
21.700000000000003,69.0
21.700000000000003,68.9
21.80000000000001,68.80000000000001
21.900000000000006,68.7
22.0,68.7
22.10000000000001,68.7
22.200000000000003,68.7
22.30000000000001,68.7
22.400000000000006,68.7
22.5,68.7
22.60000000000001,68.7
22.700000000000003,68.6
22.80000000000001,68.5
22.900000000000006,68.4
23.0,68.30000000000001
23.10000000000001,68.2
23.200000000000003,68.1
23.30000000000001,68.1
23.30000000000001,68.0
23.400000000000006,67.9
23.5,67.80000000000001
23.5,67.7
23.5,67.6
23.5,67.5
23.5,67.4
23.60000000000001,67.30000000000001
23.700000000000003,67.2
23.80000000000001,67.1
23.900000000000006,67.1
24.0,67.0
24.10000000000001,67.0
24.200000000000003,67.0
24.30000000000001,66.9
24.400000000000006,66.9
24.5,66.80000000000001
24.5,66.7
24.5,66.6
24.5,66.5
24.60000000000001,66.4
24.700000000000003,66.30000000000001
24.80000000000001,66.30000000000001
24.900000000000006,66.30000000000001
25.0,66.2
25.0,66.1
25.0,66.0
25.0,65.9
25.0,65.80000000000001
25.0,65.7
25.0,65.6
25.0,65.5
25.0,65.4
25.0,65.30000000000001
25.0,65.2
25.0,65.1
25.0,65.0
25.0,64.9
24.900000000000006,64.80000000000001
24.900000000000006,64.7
24.900000000000006,64.6
24.900000000000006,64.5
24.900000000000006,64.4
24.900000000000006,64.30000000000001
24.900000000000006,64.2
25.0,64.1
25.0,64.0
24.900000000000006,64.0
24.80000000000001,63.9
24.80000000000001,63.800000000000004
24.80000000000001,63.7
24.80000000000001,63.6
24.80000000000001,63.5
24.80000000000001,63.4
24.80000000000001,63.300000000000004
24.80000000000001,63.2
24.80000000000001,63.1
24.80000000000001,63.0
24.80000000000001,62.9
24.80000000000001,62.800000000000004
24.80000000000001,62.7
24.80000000000001,62.6
24.80000000000001,62.5
24.80000000000001,62.4
24.80000000000001,62.300000000000004
24.80000000000001,62.2
24.80000000000001,62.1
24.700000000000003,62.0
24.60000000000001,61.900000000000006
24.5,61.8
24.400000000000006,61.7
24.30000000000001,61.6
24.200000000000003,61.5
24.10000000000001,61.400000000000006
24.0,61.3
23.900000000000006,61.2
23.80000000000001,61.1
23.700000000000003,61.0
23.60000000000001,60.900000000000006
23.5,60.8
23.400000000000006,60.8
23.30000000000001,60.8
23.200000000000003,60.8
23.10000000000001,60.8
23.0,60.8
22.900000000000006,60.8
